"0","フード・飲食"
"1","サービス"
"2","フード・飲食"
"3","フード・飲食"
"4","フード・飲食"
"5","フード・飲食"
"6","フード・飲食"
"7","フード・飲食"
"8","フード・飲食"
"9","販売"
"10","理美容・専門職"
"11","フード・飲食"
"12","フード・飲食"
"13","販売"
"14","フード・飲食"
"15","フード・飲食"
"16","フード・飲食"
"17","軽作業・物流"
"18","販売"
"19","フード・飲食"
"20","フード・飲食"
"21","フード・飲食"
"22","サービス"
"23","フード・飲食"
"24","販売"
"25","フード・飲食"
"26","フード・飲食"
"27","フード・飲食"
"28","フード・飲食"
"29","営業"
